query_id,document_id
127,en.15.232.156.2008.1.3
127,en.15.136.271.2009.7.20
127,en.13.26.483.2009.11.11
127,en.15.97.362.2008.11.22
127,en.3.350.183.2010.2.19
127,en.15.86.478.2008.9.24
127,en.3.361.75.2010.4.29
127,en.3.348.125.2010.2.6
127,en.15.156.46.2009.12.11
127,en.15.136.294.2009.7.22
127,en.15.249.220.2008.3.10
127,en.13.41.93.2010.3.1
127,en.13.41.218.2010.3.1
127,en.15.243.471.2008.2.19
127,en.15.91.54.2008.10.24
127,en.13.27.271.2009.11.20
127,en.15.103.297.2009.1.4
127,en.3.379.347.2007.7.10
127,en.3.350.336.2010.2.19
127,en.3.347.285.2010.2.2
127,en.3.347.204.2010.2.1
127,en.3.322.495.2009.8.7
127,en.2.275.144.2009.8.4
127,en.15.98.451.2008.11.26
127,en.15.88.30.2008.10.6
127,en.15.86.151.2008.9.27
127,en.15.77.416.2008.7.31
127,en.15.70.419.2008.6.11
127,en.15.65.245.2008.5.7
127,en.15.254.71.2008.3.26
128,en.2.317.267.2010.5.28
128,en.15.85.74.2008.9.20
128,en.15.64.298.2008.4.28
128,en.15.61.167.2008.4.14
128,en.15.229.13.2007.12.24
128,en.15.140.182.2009.8.22
128,en.13.55.72.2010.5.23
128,en.13.31.88.2010.1.2
128,en.13.31.487.2010.1.2
128,en.13.30.67.2009.12.25
128,en.3.375.20.2007.6.18
128,en.15.254.465.2008.3.28
128,en.3.383.368.2007.8.1
128,en.15.84.374.2008.9.14
128,en.13.31.6.2009.12.31
128,en.3.333.262.1970.1.1
128,en.3.378.247.2007.7.7
128,en.3.349.179.1970.1.1
128,en.3.331.231.2009.10.9
128,en.15.140.216.2009.8.22
128,en.15.107.10.2009.1.29
128,en.15.105.239.2009.1.20
128,en.13.55.90.2010.5.23
128,en.3.381.387.2007.7.21
128,en.15.77.246.2008.7.23
128,en.3.373.157.2007.6.11
128,en.3.343.340.2010.1.13
128,en.3.332.467.2009.10.21
128,en.2.320.122.2010.6.12
128,en.15.237.84.2008.1.25
128,en.15.194.152.2007.7.3
128,en.15.118.231.2009.4.4
128,en.13.10.25.2009.7.29
128,en.3.383.474.2007.8.1
128,en.3.382.296.2007.7.29
128,en.15.61.361.2008.4.14
128,en.15.179.68.2010.5.4
128,en.3.408.20.2007.11.29
128,en.2.270.361.2009.7.2
128,en.13.30.209.2009.12.26
128,en.15.253.161.2008.3.24
128,en.15.156.172.2009.12.19
128,en.3.378.471.2007.7.8
128,en.15.87.151.2008.10.2
128,en.3.391.415.2007.9.14
128,en.3.391.293.2007.9.13
128,en.3.388.266.2007.8.31
128,en.3.333.473.2009.10.25
128,en.3.322.410.2009.8.9
128,en.2.268.82.2009.6.23
129,en.15.141.445.2009.8.29
129,en.2.298.269.1970.1.1
129,en.2.270.162.2009.7.2
129,en.15.139.473.2009.8.12
129,en.3.331.310.2009.10.13
129,en.15.136.153.2009.7.20
129,en.3.329.29.2009.9.25
129,en.3.375.165.2007.6.19
129,en.15.96.418.2008.11.20
129,en.3.331.232.2009.10.8
129,en.13.30.297.2009.12.23
129,en.3.353.412.2010.3.13
129,en.2.277.462.2009.8.18
129,en.2.275.340.2009.8.4
129,en.15.87.431.2008.10.1
129,en.3.331.99.2009.10.12
129,en.15.136.376.2009.7.25
129,en.15.132.489.2009.6.26
129,en.15.132.202.2009.6.26
129,en.15.132.117.2009.7.1
129,en.13.27.175.2009.11.22
129,en.15.97.199.2008.11.24
129,en.2.275.213.2009.8.4
129,en.15.140.5.2009.8.22
129,en.13.27.373.2009.11.21
129,en.2.271.202.2009.7.8
129,en.15.119.146.2009.4.15
129,en.2.271.457.2009.7.8
129,en.13.8.79.2009.7.14
129,en.13.8.358.2009.7.14
129,en.15.132.155.2009.7.1
129,en.2.270.133.2009.7.3
129,en.15.107.259.2009.1.29
129,en.15.220.5.2007.11.10
129,en.13.3.293.2009.6.11
129,en.2.271.199.2009.7.10
129,en.2.275.146.2009.8.6
129,en.3.333.336.2009.10.23
129,en.15.132.424.2009.6.28
129,en.15.102.78.2008.12.23
129,en.2.271.406.2009.7.7
129,en.15.132.54.2009.6.30
129,en.2.271.392.2009.7.8
129,en.13.8.280.2009.7.16
129,en.15.132.99.2009.6.30
129,en.2.278.114.2009.8.25
129,en.13.55.2.2010.5.24
129,en.15.132.36.2009.6.26
129,en.13.8.261.2009.7.13
129,en.3.327.392.2009.9.12
130,en.3.378.475.2007.7.9
130,en.13.31.126.2009.12.29
130,en.15.69.149.2008.5.31
130,en.15.194.76.2007.7.3
130,en.13.54.432.2010.5.14
130,en.15.203.470.2007.8.21
130,en.15.147.432.2009.10.7
130,en.3.349.98.2010.2.16
130,en.15.95.49.2008.11.12
130,en.2.275.5.2009.8.2
130,en.13.31.317.2009.12.30
130,en.3.405.383.2007.11.18
130,en.15.88.85.2008.10.6
130,en.2.279.336.2009.8.29
130,en.15.251.174.2008.3.16
130,en.3.406.217.2007.11.18
130,en.15.67.249.2008.5.17
130,en.3.419.157.2008.1.18
130,en.2.277.417.2009.8.16
130,en.15.167.198.2010.2.26
130,en.15.108.62.2009.2.6
130,en.15.69.143.2008.6.4
130,en.15.87.462.2008.10.3
130,en.15.72.168.2008.6.19
130,en.15.69.185.2008.6.4
130,en.3.389.164.2007.9.2
130,en.3.326.233.2009.9.5
130,en.15.92.378.2008.10.25
130,en.15.196.464.2007.7.13
130,en.15.63.4.2008.4.21
130,en.15.105.47.2009.1.12
130,en.3.397.110.2007.10.12
130,en.15.64.224.2008.4.28
130,en.15.252.41.2008.3.20
130,en.15.72.98.2008.6.19
130,en.15.119.324.2009.4.16
130,en.15.62.184.2008.4.17
130,en.2.317.443.2010.5.27
130,en.3.407.366.2007.11.27
130,en.3.347.7.2010.2.2
130,en.15.108.50.2009.2.7
130,en.15.234.428.2008.1.15
130,en.15.140.406.2009.8.23
130,en.15.231.181.2008.1.2
130,en.15.97.117.2008.11.22
130,en.3.343.308.2010.1.12
130,en.15.87.282.2008.10.2
130,en.15.196.350.2007.7.15
130,en.15.89.239.2008.10.13
130,en.15.68.138.2008.5.25
131,en.15.110.465.2009.3.23
131,en.15.188.79.2007.6.4
131,en.15.135.225.2009.7.16
131,en.15.219.443.2007.11.4
131,en.15.231.240.2008.1.2
131,en.15.187.389.2007.6.1
131,en.15.128.161.2009.6.8
131,en.13.59.310.2010.6.8
131,en.13.31.292.2009.12.31
131,en.15.188.2.2007.6.5
131,en.3.372.210.2007.6.8
131,en.13.59.152.2010.6.8
131,en.15.246.155.2008.3.1
131,en.3.343.197.2010.1.12
131,en.15.204.46.2007.8.23
131,en.15.196.288.2007.7.14
131,en.13.59.51.2010.6.10
131,en.15.68.363.2008.5.26
131,en.3.394.277.2007.10.1
131,en.15.156.228.2009.12.18
131,en.15.65.227.2008.5.4
131,en.3.419.3.2008.1.18
131,en.3.347.296.2010.2.5
131,en.15.220.22.2007.11.10
131,en.3.414.162.2007.12.30
131,en.3.361.50.2010.4.28
131,en.15.187.301.2007.5.31
131,en.15.187.287.2007.6.2
131,en.15.246.51.2008.3.2
131,en.15.74.258.2008.7.6
131,en.15.135.417.2009.7.17
131,en.15.179.54.2010.5.5
131,en.15.190.210.2007.6.14
131,en.15.128.33.2009.6.4
131,en.15.120.187.2009.4.22
131,en.15.118.26.2009.4.3
131,en.3.401.374.2007.10.30
131,en.3.407.59.2007.11.28
131,en.15.256.334.2008.4.8
131,en.3.356.241.2010.4.3
131,en.15.99.229.2008.12.4
131,en.3.347.262.2010.1.31
131,en.15.243.367.2008.2.17
131,en.15.218.130.2007.11.2
131,en.15.241.271.2008.2.11
131,en.15.219.493.2007.11.4
131,en.15.251.474.2008.3.18
131,en.15.201.412.2007.8.11
131,en.15.204.115.2007.8.24
131,en.15.116.415.2009.2.19
132,en.15.115.343.2009.2.15
132,en.2.317.70.2010.5.27
132,en.15.98.250.2008.11.29
132,en.15.90.424.2008.10.17
132,en.15.156.110.2009.12.15
132,en.15.139.380.2009.8.12
132,en.15.128.12.2009.6.5
132,en.15.111.142.2009.3.20
132,en.15.109.15.2009.2.10
132,en.13.41.112.2010.2.28
132,en.15.94.56.2008.11.5
132,en.3.343.69.2010.1.13
132,en.2.271.293.2009.7.7
132,en.15.96.379.2008.11.20
132,en.15.72.272.2008.6.19
132,en.15.172.27.2010.3.26
132,en.15.156.248.2009.12.18
132,en.13.25.470.2009.11.8
132,en.15.160.382.2010.1.15
132,en.15.94.353.2008.11.5
132,en.3.354.59.2010.3.21
132,en.2.289.462.2009.11.17
132,en.15.94.118.2008.11.5
132,en.3.357.59.2010.4.9
132,en.3.353.12.2010.3.14
132,en.15.109.51.2009.3.31
132,en.15.94.334.2008.11.6
132,en.15.107.199.2009.2.1
132,en.15.242.276.2008.2.13
132,en.15.70.83.2008.6.7
132,en.13.31.64.2010.1.2
132,en.15.93.133.2008.11.3
132,en.15.107.106.2009.2.1
132,en.15.94.448.2008.11.7
132,en.15.81.353.2008.8.28
132,en.15.70.270.2008.6.6
132,en.3.350.437.2010.2.21
132,en.3.347.251.2010.2.2
132,en.15.255.249.2008.4.3
132,en.15.161.376.2010.1.21
132,en.15.155.278.2009.12.10
132,en.15.128.60.2009.6.4
132,en.15.125.491.2009.5.19
132,en.15.118.100.2009.4.5
132,en.15.114.135.2009.3.2
132,en.3.361.10.2010.4.30
132,en.3.357.199.2010.4.7
132,en.3.357.104.1970.1.1
132,en.3.356.86.2010.3.30
132,en.3.331.400.2009.10.9
133,en.15.111.124.2009.3.23
133,en.3.373.433.2007.6.9
133,en.3.327.81.2009.9.11
133,en.15.246.121.2008.2.28
133,en.3.354.101.2010.3.18
133,en.15.82.100.2008.9.3
133,en.15.227.100.2007.12.10
133,en.3.327.275.2009.9.12
133,en.3.329.297.2009.9.26
133,en.15.124.220.2009.5.16
133,en.3.388.171.2007.8.29
133,en.15.203.83.2007.8.19
133,en.15.203.148.2007.8.21
133,en.3.388.78.2007.8.29
133,en.3.357.288.2010.4.10
133,en.15.95.364.2008.11.11
133,en.15.237.1.2008.1.24
133,en.15.209.56.2007.9.18
133,en.15.190.240.2007.6.14
133,en.15.156.110.2009.12.15
133,en.15.108.170.2009.2.2
133,en.13.8.224.2009.7.14
133,en.2.264.403.2009.5.28
133,en.3.400.276.2007.10.27
133,en.3.410.311.2007.12.9
133,en.15.97.335.2008.11.23
133,en.3.348.159.2010.2.7
133,en.15.201.280.2007.8.8
133,en.15.114.49.2009.3.1
133,en.15.95.111.2008.11.15
133,en.2.268.149.2009.6.18
133,en.15.97.414.2008.11.23
133,en.15.95.329.2008.11.14
133,en.15.190.44.2007.6.14
133,en.2.262.305.2009.5.14
133,en.3.349.152.2010.2.16
133,en.3.382.180.2007.7.29
133,en.15.82.362.2008.9.1
133,en.3.343.53.2010.1.13
133,en.15.106.500.2009.1.22
133,en.15.76.17.2008.7.22
133,en.15.225.181.2007.12.5
133,en.15.104.225.2009.1.10
133,en.15.253.86.2008.3.24
133,en.15.99.351.2008.12.3
133,en.15.87.319.2008.10.4
133,en.2.275.489.2009.8.3
133,en.15.234.6.2008.1.14
133,en.15.241.461.2008.2.11
133,en.3.414.162.2007.12.30
134,en.3.353.489.2010.3.15
134,en.3.414.446.2007.12.27
134,en.3.350.174.2010.2.20
134,en.2.271.310.2009.7.7
134,en.2.270.62.2009.7.4
134,en.2.260.352.2009.5.4
134,en.15.75.172.2008.7.14
134,en.15.238.387.2008.1.31
134,en.15.212.33.2007.10.5
134,en.3.348.310.2010.2.5
134,en.2.277.361.2009.8.20
134,en.15.65.66.2008.5.4
134,en.3.354.410.2010.3.17
134,en.3.358.434.2010.4.12
134,en.3.356.485.2010.4.1
134,en.15.238.86.2008.1.30
134,en.15.220.22.2007.11.10
134,en.15.243.46.2008.2.18
134,en.3.357.402.2010.4.8
134,en.3.407.325.2007.11.27
134,en.3.405.392.2007.11.13
134,en.3.361.141.2010.4.29
134,en.3.354.437.2010.3.19
134,en.15.74.203.2008.7.4
134,en.15.241.43.2008.2.10
134,en.2.266.418.2009.6.9
134,en.15.172.253.2010.3.28
134,en.15.80.224.2008.8.17
134,en.2.266.143.2009.6.9
134,en.3.373.358.2007.6.10
134,en.2.258.186.2009.4.21
134,en.15.76.337.2008.7.23
134,en.3.356.10.2010.4.2
134,en.2.277.272.2009.8.20
134,en.15.93.371.2008.10.31
134,en.15.102.172.2008.12.26
134,en.2.298.124.2010.1.28
134,en.3.389.152.2007.9.4
134,en.3.359.189.2010.4.19
134,en.2.270.330.2009.7.3
134,en.15.240.310.2008.2.7
134,en.15.228.52.2007.12.17
134,en.15.194.481.2007.7.4
134,en.13.31.102.2009.12.31
134,en.2.278.406.2009.8.26
134,en.15.76.8.2008.7.23
134,en.3.360.72.2010.4.24
134,en.3.356.211.2010.3.31
134,en.3.350.184.2010.2.20
134,en.15.244.29.2008.2.20
135,en.3.391.8.2007.9.12
135,en.13.1.443.2009.6.2
135,en.15.96.227.2008.11.20
135,en.3.372.281.2007.6.7
135,en.15.243.63.2008.2.17
135,en.2.281.87.2009.9.13
135,en.15.71.210.2008.6.14
135,en.15.70.88.2008.6.10
135,en.15.70.494.2008.6.6
135,en.15.70.480.2008.6.9
135,en.15.70.265.2008.6.10
135,en.15.251.406.2008.3.17
135,en.15.188.491.2007.6.5
135,en.15.117.248.2009.2.24
135,en.13.59.322.2010.6.10
135,en.13.59.108.2010.6.10
135,en.13.3.94.2009.6.10
135,en.13.3.33.2009.6.11
135,en.2.281.220.2009.9.13
135,en.15.70.462.2008.6.9
135,en.15.108.158.2009.2.2
135,en.15.188.251.2007.6.4
135,en.15.187.195.2007.5.30
135,en.3.356.357.2010.4.1
135,en.15.123.73.2009.5.9
135,en.15.125.74.2009.5.21
135,en.15.89.362.2008.10.12
135,en.13.59.460.2010.6.10
135,en.13.55.6.2010.5.20
135,en.13.3.70.2009.6.12
135,en.13.8.210.2009.7.10
135,en.15.70.385.2008.6.9
135,en.15.63.4.2008.4.21
135,en.15.202.166.2007.8.14
135,en.15.113.77.2009.3.14
135,en.2.262.365.2009.5.12
135,en.15.202.190.2007.8.14
135,en.15.95.141.2008.11.13
135,en.15.67.394.2008.5.19
135,en.15.136.254.2009.7.25
135,en.3.366.26.2010.5.25
135,en.15.74.347.2008.6.30
135,en.15.70.122.2008.6.9
135,en.13.3.367.2009.6.12
135,en.13.3.22.2009.6.13
135,en.13.3.11.2009.6.10
135,en.2.263.252.2009.5.23
135,en.15.256.239.2008.4.8
135,en.15.61.235.2008.4.14
135,en.13.3.479.2009.6.13
136,en.3.354.497.2010.3.19
136,en.3.352.63.2010.3.8
136,en.15.188.366.2007.6.7
136,en.3.373.320.2007.6.9
136,en.15.101.419.2008.12.15
136,en.15.237.392.2008.1.27
136,en.15.125.260.2009.5.19
136,en.3.403.356.2007.11.6
136,en.15.89.477.2008.10.15
136,en.15.105.414.2009.1.20
136,en.15.100.361.2008.12.14
136,en.3.395.7.2007.10.3
136,en.15.64.410.2008.4.26
136,en.13.55.469.2010.5.24
136,en.15.100.35.2008.12.11
136,en.15.104.52.2009.1.9
136,en.15.61.245.2008.4.17
136,en.15.109.170.2009.2.8
136,en.15.192.54.2007.6.23
136,en.3.373.409.2007.6.11
136,en.15.91.428.2008.10.21
136,en.15.103.119.2009.1.2
136,en.15.229.382.2007.12.22
136,en.2.275.238.2009.8.4
136,en.15.97.115.2008.11.26
136,en.15.248.224.2008.3.9
136,en.15.88.185.2008.10.5
136,en.3.383.150.2007.8.6
136,en.13.55.290.2010.5.23
136,en.15.225.152.2007.12.4
136,en.15.63.200.2008.4.25
136,en.13.3.293.2009.6.11
136,en.15.90.499.2008.10.18
136,en.15.64.162.2008.4.29
136,en.15.210.278.2007.9.28
136,en.3.391.86.2007.9.15
136,en.15.96.99.2008.11.20
136,en.15.244.246.2008.2.20
136,en.15.104.436.2009.1.10
136,en.15.97.64.2008.11.25
136,en.3.357.206.2010.4.7
136,en.15.243.241.2008.2.20
136,en.2.258.429.2009.4.21
136,en.15.210.330.2007.9.30
136,en.15.104.23.2009.1.11
136,en.15.119.206.2009.4.16
136,en.15.231.493.2007.12.31
136,en.15.119.440.2009.4.16
136,en.15.101.290.2008.12.21
136,en.2.257.103.2009.4.9
137,en.15.125.486.2009.5.19
137,en.15.121.11.2009.4.26
137,en.3.414.93.2007.12.30
137,en.15.63.96.2008.4.23
137,en.3.322.329.2009.8.7
137,en.15.105.44.2009.1.21
137,en.15.80.372.2008.8.19
137,en.15.85.243.2008.9.18
137,en.15.100.72.2008.12.15
137,en.15.116.380.2009.2.19
137,en.15.109.69.2009.2.9
137,en.15.103.150.2009.1.1
137,en.2.263.424.2009.5.25
137,en.3.395.440.2007.10.4
137,en.15.210.471.2007.9.30
137,en.15.109.358.2009.2.10
137,en.15.106.361.2009.1.22
137,en.3.322.136.2009.8.7
137,en.2.268.45.2009.6.17
137,en.15.101.428.2008.12.21
137,en.15.125.313.2009.5.18
137,en.3.397.200.2007.10.13
137,en.15.210.106.2007.9.27
137,en.15.107.373.2009.1.29
137,en.15.121.97.2009.4.27
137,en.3.401.6.2007.10.30
137,en.3.389.437.2007.9.4
137,en.3.357.451.2010.4.8
137,en.3.326.399.2009.9.5
137,en.15.72.490.2008.6.18
137,en.15.231.68.2008.1.1
137,en.15.156.401.2009.12.17
137,en.15.125.410.2009.5.18
137,en.13.3.333.2009.6.11
137,en.2.258.493.2009.4.21
137,en.2.260.218.2009.5.2
137,en.2.264.9.2009.5.29
137,en.15.102.178.2008.12.22
137,en.15.106.213.2009.1.26
137,en.3.397.120.2007.10.10
137,en.15.241.90.2008.2.12
137,en.15.104.427.2009.1.6
137,en.2.262.259.2009.5.11
137,en.2.262.91.2009.5.12
137,en.15.95.326.2008.11.10
137,en.15.119.5.2009.4.12
137,en.15.114.446.2009.3.2
137,en.2.277.239.2009.8.18
137,en.15.62.429.2008.4.20
137,en.15.106.161.2009.1.26
138,en.15.151.369.2009.11.6
138,en.3.361.203.1970.1.1
138,en.3.407.408.2007.11.25
138,en.3.343.13.2010.1.11
138,en.2.319.56.2010.6.3
138,en.2.298.6.2010.1.27
138,en.2.271.401.2009.7.8
138,en.15.116.456.2009.2.16
138,en.15.115.343.2009.2.15
138,en.13.41.313.2010.3.5
138,en.2.319.496.2010.6.7
138,en.3.410.248.2007.12.7
138,en.3.397.215.2007.10.10
138,en.2.320.349.2010.6.8
138,en.3.395.180.2007.10.3
138,en.15.147.33.2009.10.6
138,en.15.128.341.2009.6.7
138,en.15.135.104.2009.7.17
138,en.3.381.449.2007.7.25
138,en.3.333.339.2009.10.27
138,en.2.266.340.2009.6.9
138,en.3.359.357.2010.4.19
138,en.3.352.308.2010.3.8
138,en.15.209.321.2007.9.25
138,en.15.117.328.2009.2.24
138,en.15.71.206.2008.6.13
138,en.15.255.108.2008.4.4
138,en.15.109.354.2009.3.30
138,en.13.41.102.2010.3.3
138,en.2.319.4.2010.6.7
138,en.3.353.245.2010.3.10
138,en.15.110.100.2009.3.29
138,en.3.347.493.2010.2.1
138,en.3.407.171.2007.11.27
138,en.3.400.10.2007.10.27
138,en.3.383.497.2007.8.5
138,en.3.380.226.2007.7.18
138,en.3.353.67.2010.3.13
138,en.3.353.430.2010.3.12
138,en.3.352.365.2010.3.8
138,en.3.348.486.2010.2.7
138,en.3.338.147.2009.12.7
138,en.3.329.118.2009.9.24
138,en.2.278.376.2009.8.24
138,en.2.275.255.2009.8.5
138,en.15.81.449.2008.8.22
138,en.15.69.472.2008.6.4
138,en.15.64.265.2008.4.26
138,en.15.63.300.2008.4.24
138,en.15.62.425.2008.4.21
139,en.15.160.247.2010.1.14
139,en.15.123.145.2009.5.6
139,en.15.63.337.2008.4.22
139,en.15.123.345.2009.5.7
139,en.15.96.12.2008.11.18
139,en.15.184.199.1970.1.1
139,en.15.121.106.2009.4.26
139,en.2.260.303.2009.5.3
139,en.2.275.454.2009.8.3
139,en.15.80.256.2008.8.15
139,en.3.401.84.2007.10.29
139,en.3.376.8.2007.6.25
139,en.3.347.198.2010.2.2
139,en.15.101.11.2008.12.16
139,en.15.204.167.2007.8.26
139,en.2.260.53.2009.5.4
139,en.15.103.119.2009.1.2
139,en.2.296.318.2010.1.18
139,en.15.119.440.2009.4.16
139,en.15.119.206.2009.4.16
139,en.3.357.494.2010.4.6
139,en.15.88.289.2008.10.8
139,en.15.98.426.2008.12.1
139,en.15.121.221.2009.4.29
139,en.15.97.115.2008.11.26
139,en.15.100.152.2008.12.13
139,en.15.64.405.2008.4.27
139,en.2.258.437.2009.4.19
139,en.15.120.141.2009.4.22
139,en.2.266.223.2009.6.8
139,en.2.289.388.2009.11.18
139,en.15.99.252.2008.12.3
139,en.15.188.142.2007.6.4
139,en.13.31.149.2009.12.29
139,en.15.91.428.2008.10.21
139,en.15.204.493.2007.8.23
139,en.3.357.467.2010.4.5
139,en.15.125.260.2009.5.19
139,en.15.63.6.2008.4.21
139,en.15.160.266.2010.1.14
139,en.15.96.263.2008.11.18
139,en.13.31.249.2009.12.27
139,en.2.258.61.2009.4.21
139,en.15.97.129.2008.11.21
139,en.13.31.8.2009.12.30
139,en.15.100.361.2008.12.14
139,en.13.54.248.2010.5.14
139,en.15.186.279.2007.5.29
139,en.2.260.28.2009.5.2
139,en.3.398.314.2007.10.17
140,en.3.348.411.2010.2.7
140,en.3.339.96.2009.12.8
140,en.2.277.274.2009.8.19
140,en.2.275.375.2009.8.4
140,en.15.71.145.2008.6.17
140,en.15.187.496.2007.6.2
140,en.15.119.59.2009.4.16
140,en.3.403.232.2007.11.7
140,en.3.373.403.2007.6.11
140,en.3.366.405.1970.1.1
140,en.15.87.384.2008.9.29
140,en.15.87.196.2008.9.30
140,en.15.85.495.2008.9.19
140,en.15.113.425.2009.3.6
140,en.3.414.227.2007.12.26
140,en.15.86.201.2008.9.28
140,en.15.109.486.2009.4.1
140,en.15.60.145.2008.4.10
140,en.15.91.421.2008.10.21
140,en.15.85.419.2008.9.19
140,en.2.264.111.2009.5.29
140,en.2.279.144.2009.9.1
140,en.15.240.113.2008.2.7
140,en.15.87.31.2008.9.28
140,en.13.10.423.2009.7.29
140,en.3.329.1.1970.1.1
140,en.2.275.346.2009.8.4
140,en.15.64.293.2008.4.28
140,en.15.112.293.2009.3.13
140,en.15.86.455.2008.9.28
140,en.15.90.239.2008.10.18
140,en.3.400.227.2007.10.23
140,en.15.249.121.2008.3.11
140,en.15.244.491.2008.2.20
140,en.2.262.90.2009.5.13
140,en.15.120.25.2009.4.22
140,en.15.244.281.2008.2.21
140,en.2.264.421.2009.5.27
140,en.3.331.402.2009.10.11
140,en.15.89.17.2008.10.14
140,en.15.227.97.2007.12.12
140,en.3.401.126.2007.10.31
140,en.3.398.81.2007.10.17
140,en.15.254.249.2008.3.28
140,en.15.212.179.2007.10.6
140,en.15.111.108.2009.3.23
140,en.15.93.126.2008.11.3
140,en.3.406.63.2007.11.20
140,en.15.216.199.2007.10.23
140,en.15.113.134.2009.3.13
141,en.3.381.311.2007.7.24
141,en.15.71.297.2008.6.16
141,en.3.357.326.2010.4.7
141,en.15.74.410.2008.7.2
141,en.15.93.446.2008.11.1
141,en.3.375.126.2007.6.19
141,en.15.246.407.2008.2.28
141,en.3.381.204.2007.7.25
141,en.15.106.428.2009.1.27
141,en.15.235.70.2008.1.16
141,en.3.409.380.2007.12.6
141,en.15.235.50.2008.1.16
141,en.15.71.215.2008.6.13
141,en.15.111.464.2009.3.22
141,en.3.380.267.2007.7.19
141,en.15.225.436.2007.12.4
141,en.15.253.29.2008.3.26
141,en.15.210.291.2007.9.26
141,en.15.245.148.2008.2.25
141,en.15.253.167.2008.3.26
141,en.15.92.188.2008.10.30
141,en.15.231.272.2008.1.2
141,en.3.363.424.2010.5.8
141,en.3.343.225.2010.1.13
141,en.15.231.415.2008.1.1
141,en.15.85.405.2008.9.19
141,en.3.381.345.2007.7.25
141,en.15.139.118.2009.8.10
141,en.3.401.426.2007.10.29
141,en.15.201.187.2007.8.11
141,en.2.260.235.2009.5.4
141,en.15.114.350.2009.3.4
141,en.3.359.358.2010.4.18
141,en.15.103.320.2009.1.1
141,en.3.375.470.2007.6.19
141,en.15.75.464.2008.7.8
141,en.3.405.375.2007.11.15
141,en.15.204.422.2007.8.24
141,en.3.322.175.2009.8.9
141,en.3.347.368.2010.2.4
141,en.13.41.106.2010.3.5
141,en.15.75.250.2008.7.10
141,en.3.329.118.2009.9.24
141,en.13.31.274.2010.1.1
141,en.3.395.265.2007.10.2
141,en.2.291.30.2009.12.3
141,en.2.289.462.2009.11.17
141,en.15.99.484.2008.12.7
141,en.15.255.483.2008.4.1
141,en.15.231.92.2007.12.31
142,en.15.218.61.2007.11.1
142,en.3.406.134.2007.11.20
142,en.3.329.157.2009.9.20
142,en.13.31.457.2009.12.27
142,en.2.291.12.2009.11.30
142,en.15.212.454.2007.10.8
142,en.3.419.226.2008.1.16
142,en.13.41.35.2010.2.28
142,en.13.1.145.2009.5.31
142,en.15.225.27.2007.12.5
142,en.15.187.8.2007.5.30
142,en.15.66.483.2008.5.10
142,en.13.8.153.2009.7.16
142,en.15.71.357.2008.6.15
142,en.15.184.321.2010.6.1
142,en.3.419.119.2008.1.18
142,en.3.409.133.2007.12.6
142,en.15.156.79.2009.12.15
142,en.15.136.348.2009.7.27
142,en.2.270.247.2009.7.2
142,en.15.215.430.2007.10.20
142,en.13.8.176.2009.7.14
